"﻿""№ ГОЛОСА""",ИЗБИР. ОКРУГ,АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ,БЛОК ГОЛОСА,ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА,НОМЕР КАНДИДАТА,ИМЯ КАНДИДАТА
3174,1,0x0cEAd6ED7E99391F1731eD2C1cF33D42DD99E66E,#1976,09:21:50,4266376216,Титов
3175,10,0xd96f5a7d0EFe8cf12239D011A1C40C91AaDa5025,#1976,09:21:50,606684814,Картавцева
3176,10,0x4e44EBCD21D41FaC554b753249DCfC27dcda842A,#1976,09:21:50,2245307987,Дашков
3177,30,0x6fC0E0560c068a2f5F9Fd76875827c90ba0CE930,#1976,09:21:50,3675433019,Русецкая
3178,10,0xF46679b503335684b253d6Ed61593dc7240fA37d,#1976,09:21:50,2245307987,Дашков
3179,1,0x126B4147b36486790aDd0e51126C416f6c03409c,#1976,09:21:50,3595230402,Ульянченко
3180,30,0xf9a09FCD0e97dfF4eE8CD44b7AA077aF13949cD2,#1976,09:21:50,2381501672,Юнеман
3181,1,0xB3a19C93326e1830912869e6eB60421A776625Fd,#1976,09:21:50,4266376216,Титов
3182,10,0xaA530546B7F15A5aEC2AC68b8c10159F1a5932cB,#1976,09:21:50,1351664840,Суворов
3183,10,0x5A13F71B58A9c78cd83388e94902f0DaFB695d33,#1976,09:21:50,606684814,Картавцева
3184,30,0xba224BFd206e0C2a6287f1280987f3F7964B2a8F,#1976,09:21:50,2381501672,Юнеман
3185,10,0x6C83fA230f919eA319A840feF5C9873cd25082aA,#1976,09:21:50,339493321,Крюков
3186,1,0x6260032F442A9589FE1FcE8aC047f3339DF57062,#1976,09:21:50,4266376216,Титов
3187,10,0xaCc5ee6aB0BB382824d4a346274CD6aa73d7f686,#1976,09:21:50,1351664840,Суворов
3188,30,0xD694ee21367eaBbBaacb55c1801B17D43FC12334,#1976,09:21:50,3675433019,Русецкая
3189,30,0x33e9186b85652a06dE0aFA1f95c05e6f06D32e09,#1976,09:21:50,2381501672,Юнеман
3190,30,0x05D00A0590ff6DF0eD3Cd858ab883B716140B8bf,#1976,09:21:50,4191670586,Цыба
3191,30,0xd0f34433e36865532764dDf7662cE7F91115c23D,#1976,09:21:50,3675433019,Русецкая
