"﻿""№ ГОЛОСА""",ИЗБИР. ОКРУГ,АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ,БЛОК ГОЛОСА,ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА,НОМЕР КАНДИДАТА,ИМЯ КАНДИДАТА
4143,30,0xF7ec517f87e6BF38E0738FE901Cb74e038f359B1,#3321,12:53:14,3675433019,Русецкая
4144,1,0xEA1871A8e9c332D3663533F8b81D3c13E1Ab8466,#3321,12:53:14,4266376216,Титов
4145,10,0xE1fed98e5a8C500D59aDcCB795c379e0e0b11dE8,#3321,12:53:14,606684814,Картавцева
4146,10,0x9FC399482150Dc5b876529Bea751D6294573FA06,#3321,12:53:14,606684814,Картавцева
4147,10,0x2E5E45Db331206D74711aa0E6D784987a2267b51,#3321,12:53:14,606684814,Картавцева
4148,1,0x4678CAd63978b8c2321C8FbB21Cc3dcc89d7851A,#3321,12:53:14,3595230402,Ульянченко
4149,10,0xb51d834A692D8797359551D4786caF2250c440fA,#3321,12:53:14,606684814,Картавцева
4150,10,0x0Ed0c67EC22A4c7E46D0c2DF4C152D719f861CBC,#3321,12:53:14,606684814,Картавцева
4151,10,0x7f3d7b51145EC9fF68A2e49B6299F8F328e81e56,#3321,12:53:14,606684814,Картавцева
4152,1,0x2A18746809aA28BD58c8335BEB34B62b0582A22D,#3321,12:53:14,4266376216,Титов
4153,10,0xfF85060Bfe4aEf242B686C25bB6Fa52385b07Df5,#3321,12:53:14,2245307987,Дашков
4154,30,0x59A9319E19B1E4f2139676aD0A3dC4A2C25E7359,#3321,12:53:14,3675433019,Русецкая
4155,1,0xE0eA6eadDc934D1Bf4Ac7AD8Bf91A5FD001E443B,#3321,12:53:14,4266376216,Титов
4156,10,0x39D48d7D59e15df204A0FcDD63B088fE9B5a5CE6,#3321,12:53:14,606684814,Картавцева
4157,30,0xac67A1f96114b8270Cb016478E46E6698FB78c60,#3321,12:53:14,2544658436,Жуковский
4158,1,0x039610023cDd04429770F5a2BE7Ec88BCF7174d5,#3321,12:53:14,4266376216,Титов
4159,1,0x87c13F9fD055043073810A5a32FA1e90F0C000df,#3321,12:53:14,4266376216,Титов
4160,10,0xC5895008C727B79F12cE582Da8e7C7e4762472CD,#3321,12:53:14,606684814,Картавцева
4161,30,0xB8A29Edf028B988975fF4CdDF95B180B1aF0E682,#3321,12:53:14,3675433019,Русецкая
4162,10,0x55F38389c2b948fE3c89769d0DCd38310F242F96,#3321,12:53:14,1351664840,Суворов
4163,1,0x8a7f56f2BC10B2Df095F68ab07c1F7DE0d420946,#3321,12:53:14,4266376216,Титов
4164,1,0x27D9AA63671Dc187151017bAfc8Ee79610BDD296,#3321,12:53:14,3595230402,Ульянченко
4165,10,0xEdBBF2002F940f5e49E1AbAA7ae86250D69f6049,#3321,12:53:14,606684814,Картавцева
4166,1,0xaF32133fCec9685125fA2802aC846A1524be96c5,#3321,12:53:14,4266376216,Титов
4167,10,0xa34c3131bC0Ba34F5a1619ac8215CA0A60eD97b5,#3321,12:53:14,606684814,Картавцева
4168,10,0xFc6A9fd891Ca8C6A897075D88a04b54879645939,#3321,12:53:14,339493321,Крюков
4169,10,0xa0b4cbeEe019D047e755b0a7F91Ffe14604cC2aF,#3321,12:53:14,2245307987,Дашков
4170,10,0x00579A0cAFa7b29Dd3385C6CA50497d6A613B000,#3321,12:53:14,1351664840,Суворов
4171,10,0xb0636D86AbA6f659e5283e1E96F1eA8fADbd23fb,#3321,12:53:14,606684814,Картавцева
4172,1,0x2BCA258F90EA5fBb4193874B84E5610Ff705F153,#3321,12:53:14,4266376216,Титов
4173,30,0x91656a1D2ac9C12E79976283D8143315147abCe6,#3321,12:53:14,3675433019,Русецкая
4174,1,0xA7D981DBc10981b77e3A84222DCB413D7dB98555,#3321,12:53:14,3595230402,Ульянченко
4175,10,0x7283Ea11668f6F2f58B434366f240190b78FFB5e,#3321,12:53:14,606684814,Картавцева
4176,1,0xb5d3c7E42A00d4e205f5430A25E83A526f5aC4d2,#3321,12:53:14,160697653,Жагина
4177,10,0xA47Fa1056c8776ba6cd046CffE9B74408Eb553A5,#3321,12:53:14,1351664840,Суворов
4178,1,0xd2f2c6a115bEe0AD47Ecaf6Ccb6E6eFfD1111Bd7,#3321,12:53:14,4266376216,Титов
4179,10,0xd201bDAdac45aD8Ccf7Db341BAD508a50F97a156,#3321,12:53:14,606684814,Картавцева
4180,1,0x0beCE3Da6b596F6ea0BEb4da3989066B4517E09C,#3321,12:53:14,3595230402,Ульянченко
4181,10,0x7a9c8B5fd26dFbEbDff95C37295a98d293Fce58d,#3321,12:53:14,4040463197,Дашкевич
4182,1,0x13c88500212fA8f0Abf9Ae22AB6d905AdCEe5900,#3321,12:53:14,4266376216,Титов
4183,10,0x1753e625931aAAcdA26C4c39A2D8f56e6108b88F,#3321,12:53:14,4040463197,Дашкевич
4184,30,0xA6e59037F73B22D929458C310f221090b4618dfA,#3321,12:53:14,3675433019,Русецкая
4185,10,0x74df52fb4Bd58aF4Eb6cc611839ee12C8Dd149a5,#3321,12:53:14,606684814,Картавцева
4186,10,0x8a971dD9646eB1f433Cad1d1Cc474e479121f5ff,#3321,12:53:14,2245307987,Дашков
4187,10,0x674D0fF85A1cc70cD8340172d4b00a3c1a43f13c,#3321,12:53:14,1351664840,Суворов
4188,10,0x59E3Aa0a5b0Cf6B50716c1472879ecBCD30068da,#3321,12:53:14,2245307987,Дашков
4189,30,0xBE5D1F14eB7A5e7d74EB6A73BB0093cB8c97b480,#3321,12:53:14,2544658436,Жуковский
4190,10,0x7775d1f0150DBEc44983F975Ab56957dc066Cc2D,#3321,12:53:14,606684814,Картавцева
4191,10,0x8dBc99E5478B179ed8b3b658068874Be0A6477d8,#3321,12:53:14,606684814,Картавцева
4192,1,0x4661441121951a3Dd9505599277EA8a0eEC4318e,#3321,12:53:14,15638149,Милованов
4193,10,0xa494b24cc3DAc2D712932Ab7FcA0Eb649aE811BD,#3321,12:53:14,339493321,Крюков
4194,1,0x2675eDFC500b71D87acBdBD6D368457ba2c11668,#3321,12:53:14,4266376216,Титов
4195,1,0x6Ae0d6b4e438f753b78D643841E43f33DE794F78,#3321,12:53:14,4266376216,Титов
4196,1,0x68030F9C6Ec80c3111a3D0428080B15786B2c809,#3321,12:53:14,4266376216,Титов
4197,10,0x8Ca914706A49F16CFF8F028523B1779c058b2Eb9,#3321,12:53:14,606684814,Картавцева
4198,1,0xdB8d60fb05bEB7DC72Df026BF8a216a14e23D640,#3321,12:53:14,15638149,Милованов
4199,1,0x2DA2599cCC90430662ABc815Bbc14fD69921fdfB,#3321,12:53:14,3595230402,Ульянченко
4200,1,0x11f67330d919C8798E8C947b837EDaC01b1b74F3,#3321,12:53:14,4266376216,Титов
4201,10,0x1E22fA5ecE23C2415F19c75689bF6D3541274b32,#3321,12:53:14,339493321,Крюков
4202,10,0x299F055C0452eF34369260E0a270BE64D330E49A,#3349,12:55:24,606684814,Картавцева
4203,1,0x6A69352DE62fa62ad623E5726A5c8eF0f609c926,#3349,12:55:24,4266376216,Титов
4204,30,0x64db337b197268592492a7e41092DAcCc85D7157,#3349,12:55:24,2544658436,Жуковский
4205,1,0xf795Dc3Ca686a4332C96A90c3AC2723d336Be1a5,#3349,12:55:24,4266376216,Титов
4206,1,0x81a34C8236c9B0270Bb92eED2F0634822e97Ff6B,#3349,12:55:24,3595230402,Ульянченко
4207,1,0xADb0A8cFA2dc5170BaCDbfC03013F536a47C7F92,#3349,12:55:24,3595230402,Ульянченко
4208,10,0xF1Bb506E20f3D2fe1b9272EC1a2cf265eA720185,#3349,12:55:24,606684814,Картавцева
4209,10,0xd545Ba2aD12C3915984AdEAadb6A9AC209E892a1,#3349,12:55:24,1351664840,Суворов
4210,1,0x9688155E3d7b40EE18F5E31D12551e4A454B83c3,#3349,12:55:24,3595230402,Ульянченко
4211,10,0x1d572025b603Da2B25c4211B3F5338da701Af008,#3349,12:55:24,606684814,Картавцева
4212,10,0x51692acFef960b94FB4eEbab5cefE5d332541e56,#3349,12:55:24,606684814,Картавцева
4213,10,0xfD2d0ED377CfeD687DEB8A100b1BEF3244F07774,#3349,12:55:24,4040463197,Дашкевич
4214,30,0xA470b52eF3962aF3a544F0C1bf11Ad1518a30BB3,#3349,12:55:24,2544658436,Жуковский
4215,1,0xe9687AF6C50EDC28Db8Fe5BA5dC8DD9bE9B6B6C7,#3349,12:55:24,3595230402,Ульянченко
4216,30,0xb0207331eC3cd910Af79F079e64A618BFC18e60c,#3349,12:55:24,3675433019,Русецкая
4217,30,0x32C1E6782F142559b751b8F54f1F9D0703040D30,#3349,12:55:24,2563724978,Викулин
4218,30,0x4c67b0d3eea9C1255A09f562CE5be9a9A1f2cd0d,#3349,12:55:24,2381501672,Юнеман
4219,1,0x1926568d9D261D1807AaEeB2ca838d1898140fc2,#3349,12:55:24,3595230402,Ульянченко
4220,10,0x5C7fcfaF7fE00FD1af6f5fcd89b216Dbf7b2AD56,#3349,12:55:24,606684814,Картавцева
4221,1,0x23ad1447b81F64a79Ca253a85ac72e68E44D1Da5,#3349,12:55:24,3595230402,Ульянченко
4222,10,0x744dc59D1b24c36BEc76Ca359aF32A2e33151936,#3349,12:55:24,606684814,Картавцева
4223,30,0x8793D78fd308d7769426fFA40f813C0796411786,#3349,12:55:24,2381501672,Юнеман
4224,30,0x18FA9259860FDEdDB88416Ca4E62aE72d6E5460e,#3349,12:55:24,2544658436,Жуковский
4225,10,0x4d5722d674Ad67863b9652Fb5a7e2921b5FCBB7e,#3349,12:55:24,606684814,Картавцева
4226,1,0x8499E0A194aBC6374d86990626251E13a22C296a,#3349,12:55:24,4266376216,Титов
4227,1,0x936cE709fe3639ee0f7A6491EC19E54F1E02C9f1,#3349,12:55:24,4266376216,Титов
4228,1,0xd87B439D8Dc2F94FDa353D8805d3fc9674075c18,#3349,12:55:24,3595230402,Ульянченко
4229,1,0x980E63D69560ACD0fCFB80763C7440b114f3751e,#3349,12:55:24,4266376216,Титов
4230,10,0xbD64E5E05A37C5B2125a263eB2BB454B11B900aE,#3349,12:55:24,4040463197,Дашкевич
4231,30,0x60f492937E17B498247601CB35a39DC0C2d60524,#3349,12:55:24,1354976059,Галибин
4232,30,0x607ad7f788B4bb50611Ee3B1DbE0254b3eCEACAF,#3349,12:55:24,3675433019,Русецкая
4233,10,0x3b03FDAB4320331B6287f15cD55934C4ed07381F,#3349,12:55:24,2245307987,Дашков
4234,10,0x3298923bE2EBB63eD0F7f8c96E7f6aeA581F8994,#3349,12:55:24,606684814,Картавцева
4235,10,0x86402E46af259f14340F37ceb81945F6671FD6EC,#3349,12:55:24,606684814,Картавцева
4236,30,0xe970388326EB1E3daeCB3df7662D7E312180C484,#3349,12:55:24,3675433019,Русецкая
4237,1,0xE1552f239026204E0482E20D189006642475765A,#3349,12:55:24,4266376216,Титов
4238,30,0x08afE375E63f76263edf79454f9DDdd46BB1Fa6f,#3349,12:55:24,2544658436,Жуковский
4239,30,0x7099f5fe390Efccd54091fec65DE08107f3cc56E,#3349,12:55:24,2381501672,Юнеман
4240,10,0xCD9f848fdaAfE8d87423E3953Bf4e8f07e2dE448,#3349,12:55:24,606684814,Картавцева
4241,1,0xA1Ad9cceB23921a1d310763c4bA6632EC6c2E400,#3349,12:55:24,15638149,Милованов
4242,10,0x62031e6a91C19A2Bf7Ef4632dcBeE2b6cA38417d,#3349,12:55:24,339493321,Крюков
4243,10,0x57D25d283476363906da7494d5ED01CAA0Defd90,#3349,12:55:24,1351664840,Суворов
4244,10,0xF83001E1011D3B107198718bdc16f6d701c6960b,#3349,12:55:24,606684814,Картавцева
4245,1,0x79aD649aEC205641bA7933C71265426Eb9319156,#3349,12:55:24,3595230402,Ульянченко
4246,1,0x836FCfCE817363aB8154bD5d741155643c894f96,#3349,12:55:24,15638149,Милованов
4247,1,0x3B5E1BB707A66302E91AFceed3A70a101EA9788F,#3349,12:55:24,3595230402,Ульянченко
4248,30,0x674AF7c8A51c9108d9686Ec3b6b82e9e0A5F8B63,#3349,12:55:24,2381501672,Юнеман
4249,10,0x1F7E8933327038DA488de4528eD0eF2522bcA3cf,#3349,12:55:24,606684814,Картавцева
4250,10,0x01715d22848375af9c73730B764C7bdD3632e212,#3349,12:55:24,606684814,Картавцева
4251,10,0x15F20D0167645d3434bC4A591002a7EF215AdCB5,#3349,12:55:24,4040463197,Дашкевич
4252,10,0x168De5f86035aD36cF287E72456Da306C19af1DB,#3349,12:55:24,606684814,Картавцева
4253,30,0x7C634A77Eeaf6F79c1E37C024ef66cCA4EB5edF2,#3349,12:55:24,2544658436,Жуковский
4254,10,0xBcD5Df698439f48a4f7855c03805E9fbe3b13953,#3349,12:55:24,606684814,Картавцева
4255,1,0x81Ece03F768cc41233DCb3788864731FE6d70859,#3349,12:55:24,3595230402,Ульянченко
4256,10,0xC68cA5Ec0AA88ebB9F05Ec59D1097b3856A23A2b,#3349,12:55:24,339493321,Крюков
4257,1,0xD76bB71aBf1210AF125b4Fbb521EDD748a10b933,#3349,12:55:24,4266376216,Титов
4258,10,0x95A148683402B1262e9A01b0773bC97747a9203f,#3349,12:55:24,606684814,Картавцева
4259,10,0xA5f1B1b134B413cb83FC4f796AAFAa7c08a71B37,#3349,12:55:24,606684814,Картавцева
4260,30,0xA410cA48776F034ECfFB7Ca57Fe9b4EE59496Dc5,#3349,12:55:24,2563724978,Викулин
4261,10,0xFF33Cc2AcCABcC2f17857727e94c77f08eC0d284,#3349,12:55:24,2245307987,Дашков
4262,1,0x196E9aF95f8c8c962D13720F9932351A68F5D1Bf,#3349,12:55:24,4266376216,Титов
4263,1,0xa7980Dcc47b190AB64d326e68278Da813F565250,#3349,12:55:24,3304824488,Никитушкина
4264,10,0xdE9D5a569f9af804Ae90365A3B24a583f2dfb8D6,#3349,12:55:24,1351664840,Суворов
4265,1,0x3858f07B02571e8c6A4EB92AEb77CeeF94A34ed0,#3349,12:55:24,4266376216,Титов
4266,1,0xDE8FdEA2569f33D02e6235F58214E302eEDd8B63,#3349,12:55:24,4266376216,Титов
4267,30,0x9114f488FEd93d275dc27A1c7ff88470D13bA20D,#3349,12:55:24,2381501672,Юнеман
4268,10,0xF962236C0714f7ef5eAd72b8f929a0E9F790Ad13,#3349,12:55:24,606684814,Картавцева
4269,30,0xA63b2eC643bF0fCc2a61001DC58E5bfA158184E6,#3349,12:55:24,2381501672,Юнеман
4270,10,0xbD56E981f1e5c0348beDA55eABB740a845B1c36A,#3379,12:57:32,606684814,Картавцева
4271,10,0xCda01DA608d374B1aB6aD1FE2b21A049EeD3eBE5,#3379,12:57:32,4040463197,Дашкевич
4272,30,0x21fF921b8e47A6d5F35540a64147DFa19f825653,#3379,12:57:32,3675433019,Русецкая
4273,10,0xc17d98F1B75E5FdB7366c5F81DEA36Ad3790542e,#3379,12:57:32,2245307987,Дашков
4274,30,0xF85C84Fffc8b04913c829B8110972f50CF6a888e,#3379,12:57:32,3675433019,Русецкая
4275,1,0x00304b7b819568E19e5585f53d88BdbCECC964D1,#3379,12:57:32,4266376216,Титов
4276,10,0xa4B10D198bca7ecD5831Bed61C2a8ba7232eB721,#3379,12:57:32,606684814,Картавцева
4277,1,0x56F4bf70DB51c36Bfc92bb5512Cd6Be029A546f2,#3379,12:57:32,4266376216,Титов
4278,10,0xfd9ef8d46E5b282eAfb81cB8E782F85a96485d8B,#3379,12:57:32,606684814,Картавцева
4279,10,0x4a2410c536773a321268F80c10f3767267119987,#3379,12:57:32,606684814,Картавцева
4280,1,0xe29f5e2F4171F1c6Dfb6a8ffFc4a056Cc2E0a50E,#3379,12:57:32,3595230402,Ульянченко
4281,10,0x5f61965435e94d24beDc50aeb14eaAB1A839C1F7,#3379,12:57:32,339493321,Крюков
4282,1,0xF9f00fBc687626b9DDce17B3a35e395220D85dB7,#3379,12:57:32,4266376216,Титов
4283,1,0x4366Cdba0249aF5CD35a81f09386e35166e52AA7,#3379,12:57:32,3595230402,Ульянченко
4284,1,0x6d80D58D122816868e1d628CAe5363533A51225C,#3379,12:57:32,3595230402,Ульянченко
4285,30,0x411a4D8252DAC24b3639Ec27335c5763a4D77087,#3379,12:57:32,3675433019,Русецкая
4286,10,0x4441E33346A0B15CB169357c24600Eac412A1806,#3379,12:57:32,606684814,Картавцева
4287,1,0xb7ed08bc31637059c5bD8Dd061c55C1E79605398,#3379,12:57:32,3595230402,Ульянченко
4288,30,0x9ED363B23dc0e151d2246Bc61eA9029EF0C8f188,#3379,12:57:32,3675433019,Русецкая
4289,10,0x436d10514F871ec0adc63D309F3308f30529ED61,#3379,12:57:32,2245307987,Дашков
4290,1,0xE48162EbE20C648cFC03EABe3C5b2DfFa9082884,#3379,12:57:32,3595230402,Ульянченко
4291,10,0x0Df8AC138fE930CB21a657BE1B8A3e8b74e4c6Ce,#3379,12:57:32,1351664840,Суворов
4292,30,0x1B64dAe671A46bF1F0e84E85f9D742b1EB6195F5,#3379,12:57:32,2544658436,Жуковский
4293,1,0x80db3cae91116AA58ec5E81d676237DdE0bc7c8E,#3379,12:57:32,3304824488,Никитушкина
4294,10,0xcf74D1d76c78348ea3E8ee2c47BC446762c53977,#3379,12:57:32,606684814,Картавцева
4295,10,0x77829DC5ac75345381bf169eB96f65a8d804C458,#3379,12:57:32,339493321,Крюков
4296,30,0x0a4FBbb7251c76B569DE362201dc826f0E2c39CD,#3379,12:57:32,3675433019,Русецкая
4297,30,0x52090c9b3a292Bf48CE67E818df7d8D1B280D256,#3379,12:57:32,3675433019,Русецкая
4298,1,0x7e20D3C0a9756731aAB0059E1cC16F0b09ebd297,#3379,12:57:32,3304824488,Никитушкина
4299,1,0x53d07ca6D623d4A1a9EE76DDeaEA849d42571f40,#3379,12:57:32,4266376216,Титов
4300,30,0xC2EB9dfff1ea5DFf1Fd26a817eEd38F7499a398b,#3379,12:57:32,1354976059,Галибин
4301,1,0x6BA7aFEb284777Af598a06079860227fDAeC2eFf,#3379,12:57:32,15638149,Милованов
4302,10,0x78C40DCD7dE0f104836ff26CAb4a178Fcc8Aa255,#3379,12:57:32,2245307987,Дашков
4303,30,0x3eC0695B16a773C03a2A45492FC1A8B8f12Bc0C4,#3379,12:57:32,2544658436,Жуковский
4304,10,0x261B68eC0E3308A2c2Ad8DEA6f636894eCe366C4,#3379,12:57:32,606684814,Картавцева
4305,10,0xcBf6e3Cd8A789f7d2BB78AD24fd521af0638925C,#3379,12:57:32,606684814,Картавцева
4306,1,0x953de55DB93B9b0068C0A1c761FaB1b31DE48500,#3379,12:57:32,4266376216,Титов
4307,1,0x2D982D07f71FB5e834A059C10C877Fc2B4A619d6,#3379,12:57:32,4266376216,Титов
4308,30,0x2b8095541b5bcB0D750d4865665F2db5308D7dDf,#3379,12:57:32,3675433019,Русецкая
4309,1,0x8db80dC2F371b17027b82C6eFd4D6cCc353B5B23,#3379,12:57:32,3595230402,Ульянченко
4310,10,0x4875D50e60E64851F9aF1A2352EbDcB55E0E96Be,#3379,12:57:32,1351664840,Суворов
4311,1,0x1ba95a257F7603b579623ccBEdba603192CCF870,#3379,12:57:32,160697653,Жагина
4312,1,0x70342664C5B507b8fe2c4CD39dcC7dD1a28199C3,#3379,12:57:32,3595230402,Ульянченко
4313,1,0x75fF335e44E5dBdECA5DD8Dea3CcE697Cb265EB0,#3379,12:57:32,4266376216,Титов
4314,10,0x52c776b28930C214A9570B4f4f617FeAd4C094c7,#3379,12:57:32,2245307987,Дашков
4315,1,0x1CA1B20c8aD0f588b1c57a2B98403a1271a9f9f4,#3379,12:57:32,4266376216,Титов
4316,1,0xD600768142c4d48D4Afea02d82f294163174F3a7,#3379,12:57:32,4266376216,Титов
4317,1,0xEB010a7403e2B4d76Bb51a4029A30c208aC80BF4,#3379,12:57:32,4266376216,Титов
4318,30,0x86a520173e06fCad9F0b856D9FEB75EAef633E52,#3379,12:57:32,3675433019,Русецкая
4319,10,0x91286ba4EBFc15B00C55Dd1f56e0BEB443BfDf5b,#3379,12:57:32,606684814,Картавцева
4320,1,0xf7078510A8cDE7D3AD580A150f1bFafbA3104275,#3379,12:57:32,160697653,Жагина
4321,1,0xFa8DD53d001AAF05D216A24Ad9F968d27c71657B,#3379,12:57:32,4266376216,Титов
4322,10,0x4353C190fAAc4fcF32cb45d97C5aebBF3239E376,#3379,12:57:32,2245307987,Дашков
4323,10,0x0d66ce8be334Eaff9E6ff88A0551925556C3118C,#3379,12:57:32,2245307987,Дашков
4324,1,0x34900A96FA0936a95c20999D1aE6b5E00FB715A0,#3379,12:57:32,4266376216,Титов
4325,10,0xeE6353A78a2630cdb619e8A71582FF7A8bA7CF0C,#3379,12:57:32,339493321,Крюков
4326,10,0xBB68aAA320e1a67B632D8d8D3f12c6a97De76D7b,#3379,12:57:32,606684814,Картавцева
4327,1,0x7F0bFc3E66023861712be34cB5be2E6dB66F969a,#3379,12:57:32,4266376216,Титов
4328,10,0xEc70B4baAd6d84E361B0Be46c5197964Bd5c1630,#3379,12:57:32,606684814,Картавцева
4329,1,0xe98786785AC7328666f859c79327B9B1C705b150,#3379,12:57:32,160697653,Жагина
4330,10,0x1Ee382aAdE2c352Fb82A0A07F236da786Bbb0D46,#3379,12:57:32,2245307987,Дашков
4331,10,0xd602604e6889C0af3D3a2B6972Fc2FAed380178d,#3379,12:57:32,606684814,Картавцева
4332,30,0x808827904B15984f929233815C3533CAfD59A8FF,#3379,12:57:32,2544658436,Жуковский
4333,10,0xa7fE6364C360dF4a054837AD1b0fBeefbdd4f5c1,#3379,12:57:32,606684814,Картавцева
4334,10,0xAEb047E2bae10552ec74560E63f8E6c6d9E0c89a,#3379,12:57:32,2245307987,Дашков
4335,10,0xfbEf73be5c79763A85F0f2072E56364c8337D8Ba,#3379,12:57:32,1351664840,Суворов
4336,10,0xc537Fe9b28885dB13DF1236B91a7EDC48E6fF7c7,#3408,12:59:40,2245307987,Дашков
4337,1,0x35C58054FfA13982020Cc3dc8157d57607283F52,#3408,12:59:40,3595230402,Ульянченко
4338,30,0xd1A4291587E58cA645023e938a918D1f177eE9F2,#3408,12:59:40,3675433019,Русецкая
4339,1,0x38E6B78BcC56cCaA6BF9BF72F6fB2bA8E85F849E,#3408,12:59:40,4266376216,Титов
4340,10,0x7B5af891E0b0C8A28Cce20ab1D93a73676f59e34,#3408,12:59:40,606684814,Картавцева
4341,10,0x11a9a73252071EB6969c606dc978C589F7eD1953,#3408,12:59:40,606684814,Картавцева
4342,1,0xC40eb8F829640eEd02a9c3592aaE0b1CfDA65525,#3408,12:59:40,3595230402,Ульянченко
4343,1,0x4C93d49E8529a8AaaA58AeE71e2c7264856023c0,#3408,12:59:40,3595230402,Ульянченко
4344,1,0x81FF51C0f9a34a2c38c6240b043CE6eb7f723CE7,#3408,12:59:40,4266376216,Титов
4345,30,0x9AbED0Bf212AC8093145EFd3f4Be1B5Dcaa582e4,#3408,12:59:40,3675433019,Русецкая
4346,10,0x10F3fa70A8e429Ba3430146D0CE2524B456fdCA2,#3408,12:59:40,2245307987,Дашков
4347,30,0x57BAABb28F39968F2929F0E6c8D9B5Bd5c996E79,#3408,12:59:40,3675433019,Русецкая
4348,1,0x000A66F4dA002c6222AD38f26911263D037ae22c,#3408,12:59:40,4266376216,Титов
4349,10,0x06424afEc72F6fE2B878C070Cd5A10626dB66C48,#3408,12:59:40,606684814,Картавцева
4350,1,0x8BAEEdA99734135ef4bECfB9F11605545388C632,#3408,12:59:40,3595230402,Ульянченко
4351,10,0x623FCf4752Bc0C6eF6fDC7bFa2454aeFc858b2a1,#3408,12:59:40,606684814,Картавцева
4352,1,0x0829ea6954195E3D465D8c77a42bCcB5DD925BCa,#3408,12:59:40,3304824488,Никитушкина
4353,1,0x09f4a2DfE5459B01D6F5E538e8F954AF22354Cd3,#3408,12:59:40,4266376216,Титов
4354,1,0x596d7f9aeb5F7bb393423989F0F0c7337Aa788E5,#3408,12:59:40,4266376216,Титов
4355,10,0x67251789460b929e264b4A7fAa193008Eea11579,#3408,12:59:40,2245307987,Дашков
4356,10,0x9253fE3196Db9A9A3b02f990e894ddA81f68DB62,#3408,12:59:40,606684814,Картавцева
4357,1,0xfD46Da11E3eb72D35F8E2503e7629Faab9bA6f1E,#3408,12:59:40,3595230402,Ульянченко
4358,10,0xbA4D8BAdf51e6F0D83B1Bd49f541C5dA81692F00,#3408,12:59:40,606684814,Картавцева
4359,30,0xaF78e79A5ebbA5cec335b7e1e7c741455052FBBc,#3408,12:59:40,3675433019,Русецкая
4360,10,0xE8b06e3f23DDF31a4E76d46f272B5E35EB6f066B,#3408,12:59:40,2245307987,Дашков
4361,30,0x477277b8C4B8698F766fe7BC1F9eDfD592483457,#3408,12:59:40,1354976059,Галибин
4362,30,0x908B77328EB85DA0A5D3C85E3D8a2372fC5742F4,#3408,12:59:40,2544658436,Жуковский
4363,30,0xf26552CBC6eE217FC634F324F74F93CFfcbFe23C,#3408,12:59:40,2381501672,Юнеман
4364,30,0x4C76F2560a9B03D6d601179264ea210c02e16772,#3408,12:59:40,2381501672,Юнеман
4365,10,0x53a1367b0669A2B1083a70c4f74C8F31bDAED46E,#3408,12:59:40,606684814,Картавцева
4366,10,0x8a96fa9E30aD7Ce4A4Ff0e89784975944067fdaf,#3408,12:59:40,2245307987,Дашков
4367,10,0x4F07A450f71f25840cf6150c99A0f18153766C61,#3408,12:59:40,2245307987,Дашков
4368,1,0xcd09e2D3E5E8ab36321dc75f03c698E0126F8231,#3408,12:59:40,3304824488,Никитушкина
4369,10,0x1eE944931E896B9e43726076e037890Ad8F31a24,#3408,12:59:40,606684814,Картавцева
4370,1,0x3F9D53eEaFb7684eAE01aEBe71d5bf8c7954E3c7,#3408,12:59:40,4266376216,Титов
4371,30,0x0E012e862b3520CE786cD852e295e6807b1323a5,#3408,12:59:40,3675433019,Русецкая
4372,10,0xc009F49D733582F300C2d1d192D0923B36B4ecaF,#3408,12:59:40,606684814,Картавцева
4373,30,0xE0DC445Cf42B7701bB606c50059834dF260D3050,#3408,12:59:40,2381501672,Юнеман
4374,10,0x3000b38Da1185AA282a233f59a2910977D792188,#3408,12:59:40,2245307987,Дашков
4375,30,0x4e905572993574BF30292B8B68c05cDd548cb28a,#3408,12:59:40,1354976059,Галибин
4376,10,0x5cf0BacF7A4243Aee35D94D8bE732e091C602cc4,#3408,12:59:40,1351664840,Суворов
4377,10,0x291937cc583a743ECE8699D2E075FDCc7224e608,#3408,12:59:40,606684814,Картавцева
4378,10,0x48B5B34C1fDb62a660c1049DF5e0270B81C58c10,#3408,12:59:40,2245307987,Дашков
4379,10,0xE1aDE024826E0FdB4d9A137E6fF0423F78102B3d,#3408,12:59:40,2245307987,Дашков
4380,30,0xca37015453B236Ef34d0D16c2295356d8edeE4D9,#3408,12:59:40,2381501672,Юнеман
4381,10,0xa755fA59391ae2101d494A7b6b1F75bd7Ccfe962,#3408,12:59:40,606684814,Картавцева
4382,10,0xa1ef09d49EeFbac37154D1a54B142ECcec67Cc18,#3408,12:59:40,606684814,Картавцева
4383,1,0xDe0AF6D43b2B3135210037255360911dd169EFc3,#3408,12:59:40,4266376216,Титов
4384,10,0x55aA7C90ad11B608B3f01C29875B671DA2cC4c4e,#3408,12:59:40,606684814,Картавцева
4385,1,0x7733f56a233Fa626EFF5b4F0E03f12b4F2342fd9,#3408,12:59:40,4266376216,Титов
4386,1,0xDfe731a7dA96f2e8775884402bbfC0119C44D09b,#3408,12:59:40,3304824488,Никитушкина
4387,1,0x1CAa052230fd2BC5BB998F9d4A20c88B8fD0ebC1,#3408,12:59:40,4266376216,Титов
4388,10,0x84AA9CA03186039cD1D9D9ae032B5081d054E352,#3408,12:59:40,606684814,Картавцева
4389,10,0xb52B369649b6c567294B45D56023f9c62dE9222b,#3408,12:59:40,606684814,Картавцева
